,dates,Date,HourlyPrecip,AltimeterFlag,RelativeHumidityFlag,WetBulbCelsius,SeaLevelPressureFlag,Altimeter,ValueForWindCharacterFlag,HourlyPrecipFlag,SkyConditionFlag,DewPointFarenheitFlag,DewPointFarenheit,DewPointCelsiusFlag,RecordType,dates.1,DryBulbCelsiusFlag,WetBulbFarenheitFlag,SkyCondition,WindDirectionFlag,PressureChangeFlag,RelativeHumidity,SeaLevelPressure,RecordTypeFlag,DewPointCelsius,Time,PressureTendencyFlag,StationPressure,WeatherType,WBAN,WindDirection,WeatherTypeFlag,sethour,VisibilityFlag,WindSpeed,DryBulbFarenheit,ValueForWindCharacter,DryBulbFarenheitFlag,Visibility,DryBulbCelsius,PressureTendency,StationType,StationPressureFlag,WindSpeedFlag,WetBulbFarenheit,PressureChange,WetBulbCelsiusFlag
22,2015-08-22 16:00:00,20150822, , , ,18.0, ,29.99, , , , ,55, ,AA,2015-08-22 16:00:00, , ,FEW060 BKN250, , ,44,29.98, ,12.8,16, ,29.27, ,94846,170, ,16, ,14,79, , ,10.0,26.1, ,11, , ,64, , 
23,2015-08-23 16:00:00,20150823, , , ,16.0, ,29.88, , , , ,53, ,AA,2015-08-23 16:00:00, , ,SCT045, , ,51,29.87, ,11.7,16, ,29.16, ,94846,280, ,16, ,15,72,23, ,10.0,22.2, ,11, , ,61, , 
24,2015-08-24 16:00:00,20150824, , , ,13.8, ,29.92, , , , ,46, ,AA,2015-08-24 16:00:00, , ,OVC070, , ,42,29.91, ,7.8,16, ,29.2, ,94846,300, ,16, ,21,70,28, ,10.0,21.1, ,11, , ,57, , 
25,2015-08-25 16:00:00,20150825, , , ,15.0, ,30.02, , , , ,53, ,AA,2015-08-25 16:00:00, , ,OVC046, , ,61,30.01, ,11.7,16, ,29.3, ,94846,070, ,16, ,13,67, , ,10.0,19.4, ,11, , ,59, , 
26,2015-08-26 16:00:00,20150826, , , ,14.2, ,30.15, , , , ,52, ,AA,2015-08-26 16:00:00, , ,OVC032, , ,63,30.15, ,11.1,16, ,29.42, ,94846,300, ,16, ,7,65, , ,10.0,18.3, ,11, , ,58, , 
27,2015-08-27 16:00:00,20150827, , , ,15.3, ,30.13, , , , ,52, ,AA,2015-08-27 16:00:00, , ,FEW045 BKN250, , ,53,30.12, ,11.1,16, ,29.41, ,94846,090, ,16, ,10,70, , ,10.0,21.1, ,11, , ,60, , 
28,2015-08-28 16:00:00,20150828, , , ,18.2, ,30.07, , , , ,61, ,AA,2015-08-28 16:00:00, , ,BKN095 BKN120 OVC250, , ,71,30.06, ,16.1,16, ,29.35, ,94846,150, ,16, ,6,71, , ,10.0,21.7, ,11, , ,65, , 
29,2015-08-29 16:00:00,20150829,0.01, , ,19.8, ,30.0, , , , ,67, ,AA,2015-08-29 16:00:00, , ,BKN012 OVC022, , ,93,29.99, ,19.4,16, ,29.28,-RA BR,94846,030, ,16, ,5,69, , ,5.0,20.6, ,11, , ,68, , 
30,2015-08-30 16:00:00,20150830, , , ,20.1, ,30.02, , , , ,65, ,AA,2015-08-30 16:00:00, , ,FEW032, , ,74,30.00, ,18.3,16, ,29.3, ,94846,090, ,16, ,5,74, , ,10.0,23.3, ,11, , ,68, , 
31,2015-08-31 16:00:00,20150831, , , ,22.5, ,30.01, , , , ,67, ,AA,2015-08-31 16:00:00, , ,FEW040, , ,57,29.99, ,19.4,16, ,29.29, ,94846,200, ,16, ,8,84, , ,10.0,28.9, ,11, , ,73, , 
0,2015-08-01 17:00:00,20150801, , , ,20.4, ,29.89, , , , ,61, ,AA,2015-08-01 17:00:00, , ,SCT055 BKN250, , ,48,29.87, ,16.1,17, ,29.17, ,94846,240, ,17, ,16,83,21, ,10.0,28.3, ,11, , ,69, , 
1,2015-08-02 17:00:00,20150802, , , ,24.0, ,29.66, , , , ,70, ,AA,2015-08-02 17:00:00, , ,SCT045 BKN250, , ,57,29.65, ,21.1,17, ,28.95, ,94846,240, ,17, ,20,87,36, ,10.0,30.6, ,11, , ,75, , 
2,2015-08-03 17:00:00,20150803, , , ,16.5, ,29.86, , , , ,50, ,AA,2015-08-03 17:00:00, , ,FEW070, , ,38,29.84, ,10.0,17, ,29.14, ,94846,280, ,17, ,14,78,21, ,10.0,25.6, ,11, , ,62, , 
3,2015-08-04 17:00:00,20150804, , , ,17.3, ,29.94, , , , ,54, ,SP,2015-08-04 17:00:00, , ,FEW065 BKN250, , ,45,M, ,12.0,17, ,29.22, ,94846,360, ,17, ,13,77, , ,10.0,25.0, ,11, , ,63, , 
4,2015-08-04 17:00:00,20150804, , , ,17.1, ,29.94, , , , ,53, ,AA,2015-08-04 17:00:00, , ,FEW065 BKN250, , ,43,29.93, ,11.7,17, ,29.22, ,94846,360, ,17, ,13,77, , ,10.0,25.0, ,11, , ,63, , 
5,2015-08-05 17:00:00,20150805, , , ,17.4, ,30.0, , , , ,55, ,AA,2015-08-05 17:00:00, , ,FEW065 SCT200 OVC250, , ,48,29.99, ,12.8,17, ,29.28, ,94846,80, ,17, ,9,76, , ,10.0,24.4, ,11, , ,63, , 
6,2015-08-06 17:00:00,20150806, , , ,18.2, ,29.9, , , , ,57, ,AA,2015-08-06 17:00:00, , ,FEW050 SCT250, , ,50,29.89, ,13.9,17, ,29.18, ,94846,70, ,17, ,10,77, , ,10.0,25.0, ,11, , ,65, , 
7,2015-08-07 17:00:00,20150807, , , ,18.8, ,29.85, , , , ,58, ,AA,2015-08-07 17:00:00, , ,BKN055 BKN090 BKN200, , ,49,29.84, ,14.4,17, ,29.13, ,94846,200, ,17, ,9,79, , ,10.0,26.1, ,11, , ,66, , 
8,2015-08-08 17:00:00,20150808, , , ,20.3, ,29.95, , , , ,65, ,AA,2015-08-08 17:00:00, , ,FEW035 OVC140, , ,71,29.93, ,18.3,17, ,29.23, ,94846,30, ,17, ,7,75, , ,10.0,23.9, ,11, , ,69, , 
9,2015-08-09 17:00:00,20150809, , , ,21.0, ,29.92, , , , ,66, ,AA,2015-08-09 17:00:00, , ,FEW030 BKN045 OVC060, , ,69,29.91, ,18.9,17, ,29.2, ,94846,200, ,17, ,5,77, , ,10.0,25.0, ,11, , ,70, , 
10,2015-08-10 17:00:00,20150810, , , ,21.3, ,29.86, , , , ,67, ,AA,2015-08-10 17:00:00, , ,FEW055 FEW120 SCT250, , ,71,29.84, ,19.4,17, ,29.14, ,94846,360, ,17, ,10,77, , ,10.0,25.0, ,11, , ,70, , 
11,2015-08-11 17:00:00,20150811, , , ,16.1, ,30.08, , , , ,51, ,AA,2015-08-11 17:00:00, , ,FEW040 FEW090, , ,43,30.07, ,10.6,17, ,29.36, ,94846,60, ,17, ,9,75, , ,10.0,23.9, ,11, , ,61, , 
12,2015-08-12 17:00:00,20150812, , , ,19.1, ,30.11, , , , ,60, ,AA,2015-08-12 17:00:00, , ,FEW046, , ,56,30.10, ,15.6,17, ,29.39, ,94846,100, ,17, ,8,77, , ,10.0,25.0, ,11, , ,66, , 
13,2015-08-13 17:00:00,20150813, , , ,20.0, ,30.04, , , , ,62, ,AA,2015-08-13 17:00:00, , ,FEW120 SCT150 BKN250, , ,56,30.03, ,16.7,17, ,29.32, ,94846,250, ,17, ,13,79, , ,10.0,26.1, ,11, , ,68, , 
14,2015-08-14 17:00:00,20150814, , , ,23.0, ,30.07, , , , ,68, ,AA,2015-08-14 17:00:00, , ,SCT160 BKN250, , ,57,30.05, ,20.0,17, ,29.35, ,94846,260, ,17, ,9,85, , ,10.0,29.4, ,11, , ,73, , 
15,2015-08-15 17:00:00,20150815, , , ,23.0, ,30.08, , , , ,71, ,AA,2015-08-15 17:00:00, , ,FEW050 SCT090 SCT200, , ,77,30.06, ,21.7,17, ,29.36, ,94846,210, ,17, ,3,79, , ,10.0,26.1, ,11, , ,74, , 
16,2015-08-16 17:00:00,20150816, , , ,21.7, ,30.03, , , , ,64, ,AA,2015-08-16 17:00:00, , ,FEW250, , ,49,30.01, ,17.8,17, ,29.31, ,94846,220, ,17, ,14,85, , ,10.0,29.4, ,11, , ,71, , 
17,2015-08-17 17:00:00,20150817, , , ,21.8, ,29.96, , , , ,68, ,AA,2015-08-17 17:00:00, , ,FEW100 SCT140 BKN220, , ,71,29.94, ,20.0,17, ,29.24, ,94846,300, ,17, ,6,78, , ,10.0,25.6, ,11, , ,71, , 
18,2015-08-18 17:00:00,20150818, , , ,22.7, ,29.71, , , , ,70, ,AA,2015-08-18 17:00:00, , ,SCT027 SCT140 BKN220, , ,74,29.70, ,21.1,17, ,28.99, ,94846,160, ,17, ,11,79,23, ,10.0,26.1, ,11, , ,73, , 
19,2015-08-19 17:00:00,20150819, , , ,15.4, ,29.71, , , , ,54, ,AA,2015-08-19 17:00:00, , ,FEW040 BKN150 OVC250, , ,61,29.70, ,12.2,17, ,28.99, ,94846,250, ,17, ,15,68,22, ,10.0,20.0, ,11, , ,60, , 
20,2015-08-20 17:00:00,20150820, , , ,14.7, ,29.94, , , , ,48, ,AA,2015-08-20 17:00:00, , ,FEW065, , ,43,29.93, ,8.9,17, ,29.22, ,94846,270, ,17, ,16,72,22, ,10.0,22.2, ,11, , ,59, , 
21,2015-08-21 17:00:00,20150821, , , ,19.1, ,30.05, , , , ,59, ,AA,2015-08-21 17:00:00, , ,FEW055 FEW090, , ,50,30.04, ,15.0,17, ,29.33, ,94846,190, ,17, ,13,79, , ,10.0,26.1, ,11, , ,67, , 
22,2015-08-22 17:00:00,20150822, , , ,17.6, ,29.98, , , , ,55, ,AA,2015-08-22 17:00:00, , ,FEW050 SCT250, , ,47,29.97, ,12.8,17, ,29.26, ,94846,190, ,17, ,11,77, , ,10.0,25.0, ,11, , ,64, , 
23,2015-08-23 17:00:00,20150823, , , ,16.3, ,29.88, , , , ,54, ,AA,2015-08-23 17:00:00, , ,SCT047, , ,53,29.87, ,12.2,17, ,29.16, ,94846,280, ,17, ,13,72,21, ,10.0,22.2, ,11, , ,61, , 
24,2015-08-24 17:00:00,20150824, , , ,13.3, ,29.93, , , , ,47, ,AA,2015-08-24 17:00:00, , ,OVC070, , ,49,29.93, ,8.3,17, ,29.21, ,94846,310, ,17, ,17,67, , ,10.0,19.4, ,11, , ,56, , 
25,2015-08-25 17:00:00,20150825, , , ,14.2, ,30.03, , , , ,52, ,AA,2015-08-25 17:00:00, , ,SCT041 OVC050, , ,63,30.02, ,11.1,17, ,29.31, ,94846,50, ,17, ,9,65, , ,10.0,18.3, ,11, , ,58, , 
26,2015-08-26 17:00:00,20150826, , , ,14.2, ,30.15, , , , ,52, ,AA,2015-08-26 17:00:00, , ,OVC032, , ,63,30.15, ,11.1,17, ,29.42, ,94846,290, ,17, ,3,65, , ,10.0,18.3, ,11, , ,58, , 
27,2015-08-27 17:00:00,20150827, , , ,15.1, ,30.12, , , , ,52, ,AA,2015-08-27 17:00:00, , ,FEW045 BKN250, , ,55,30.11, ,11.1,17, ,29.39, ,94846,100, ,17, ,13,69, , ,10.0,20.6, ,11, , ,59, , 
28,2015-08-28 17:00:00,20150828, , , ,18.1, ,30.06, , , , ,60, ,AA,2015-08-28 17:00:00, , ,BKN095 BKN120 OVC160, , ,66,30.05, ,15.6,17, ,29.34, ,94846,120, ,17, ,6,72, , ,10.0,22.2, ,11, , ,65, , 
29,2015-08-29 17:00:00,20150829, , , ,19.4, ,30.0, , , , ,66, ,SP,2015-08-29 17:00:00, , ,BKN014 OVC028, , ,90,M, ,18.9,17, ,29.28,-RA BR,94846,40, ,17, ,3,69, , ,2.5,20.6, ,11, , ,67, , 
30,2015-08-29 17:00:00,20150829, , , ,19.2, ,30.0, , , , ,66, ,SP,2015-08-29 17:00:00, , ,BKN016 BKN024 OVC030, , ,93,M, ,18.9,17, ,29.28,-RA BR,94846,0, ,17, ,0,68, , ,2.5,20.0, ,11, , ,67, , 
31,2015-08-29 17:00:00,20150829,0.06, , ,19.2, ,30.0, , , , ,66, ,AA,2015-08-29 17:00:00, , ,BKN016 OVC024, , ,93,29.99, ,18.9,17, ,29.28,-RA BR,94846,360, ,17, ,3,68, , ,1.75,20.0, ,11, , ,67, , 
32,2015-08-30 17:00:00,20150830, , , ,19.4, ,30.01, , , , ,64, ,AA,2015-08-30 17:00:00, , ,FEW032, , ,76,30.00, ,17.8,17, ,29.29, ,94846,90, ,17, ,6,72, , ,10.0,22.2, ,11, , ,67, , 
33,2015-08-31 17:00:00,20150831, , , ,22.5, ,30.01, , , , ,68, ,AA,2015-08-31 17:00:00, , ,FEW040, , ,63,29.99, ,20.0,17, ,29.29, ,94846,0, ,17, ,0,82, , ,10.0,27.8, ,11, , ,73, , 
0,2015-08-01 18:00:00,20150801, , , ,20.1, ,29.89, , , , ,61, ,AA,2015-08-01 18:00:00, , ,SCT055 BKN250, , ,51,29.87, ,16.1,18, ,29.17, ,94846,250, ,18, ,13,81, , ,10.0,27.2, ,11, , ,68, , 
1,2015-08-02 18:00:00,20150802, , , ,24.1, ,29.66, , , , ,71, ,AA,2015-08-02 18:00:00, , ,FEW045 SCT150 BKN250, , ,61,29.64, ,21.7,18, ,28.95, ,94846,240, ,18, ,18,86,31, ,10.0,30.0, ,11, , ,76, , 
2,2015-08-03 18:00:00,20150803, , , ,16.1, ,29.86, , , , ,50, ,AA,2015-08-03 18:00:00, , ,FEW070, , ,40,29.85, ,10.0,18, ,29.14, ,94846,300, ,18, ,10,76, , ,10.0,24.4, ,11, , ,61, , 
3,2015-08-04 18:00:00,20150804, , , ,16.4, ,29.97, , , , ,52, ,AA,2015-08-04 18:00:00, , ,FEW065 FEW210 BKN250, , ,45,29.96, ,11.1,18, ,29.25, ,94846,350, ,18, ,7,75, , ,10.0,23.9, ,11, , ,62, , 
4,2015-08-05 18:00:00,20150805, , , ,17.3, ,30.0, , , , ,56, ,AA,2015-08-05 18:00:00, , ,FEW200 OVC250, , ,54,29.99, ,13.3,18, ,29.28, ,94846,80, ,18, ,9,74, , ,10.0,23.3, ,11, , ,63, , 
5,2015-08-06 18:00:00,20150806, , , ,18.5, ,29.91, , , , ,60, ,AA,2015-08-06 18:00:00, , ,FEW050 FEW250, , ,62,29.90, ,15.6,18, ,29.19, ,94846,40, ,18, ,10,74, , ,10.0,23.3, ,11, , ,65, , 
6,2015-08-07 18:00:00,20150807, , , ,18.9, ,29.85, , , , ,59, ,AA,2015-08-07 18:00:00, , ,SCT050 BKN130 BKN250, , ,52,29.83, ,15.0,18, ,29.13, ,94846,210, ,18, ,7,78, , ,10.0,25.6, ,11, , ,66, , 
7,2015-08-08 18:00:00,20150808, , , ,20.0, ,29.95, , , , ,66, ,AA,2015-08-08 18:00:00, , ,FEW035 SCT150 BKN250, , ,82,29.93, ,18.9,18, ,29.23, ,94846,50, ,18, ,7,72, , ,10.0,22.2, ,11, , ,68, , 
8,2015-08-09 18:00:00,20150809, , , ,20.8, ,29.92, , , , ,66, ,AA,2015-08-09 18:00:00, , ,BKN035 OVC065, , ,71,29.91, ,18.9,18, ,29.2, ,94846,180, ,18, ,6,76, , ,10.0,24.4, ,11, , ,69, , 
9,2015-08-10 18:00:00,20150810, , , ,20.3, ,29.87, , , , ,65, ,AA,2015-08-10 18:00:00, , ,FEW120 FEW250, , ,71,29.86, ,18.3,18, ,29.15, ,94846,360, ,18, ,9,75, , ,10.0,23.9, ,11, , ,69, , 
10,2015-08-11 18:00:00,20150811, , , ,15.6, ,30.09, , , , ,52, ,AA,2015-08-11 18:00:00, , ,FEW055, , ,51,30.08, ,11.1,18, ,29.37, ,94846,80, ,18, ,6,71, , ,10.0,21.7, ,11, , ,60, , 
11,2015-08-12 18:00:00,20150812, , , ,18.3, ,30.1, , , , ,60, ,AA,2015-08-12 18:00:00, , ,FEW250, , ,64,30.09, ,15.6,18, ,29.38, ,94846,130, ,18, ,7,73, , ,10.0,22.8, ,11, , ,65, , 
12,2015-08-13 18:00:00,20150813, , , ,19.9, ,30.04, , , , ,62, ,AA,2015-08-13 18:00:00, , ,FEW120 SCT160 BKN250, , ,58,30.02, ,16.7,18, ,29.32, ,94846,230, ,18, ,7,78, , ,10.0,25.6, ,11, , ,68, , 
13,2015-08-14 18:00:00,20150814, , , ,22.5, ,30.05, , , , ,67, ,AA,2015-08-14 18:00:00, , ,BKN150 BKN250, , ,57,30.03, ,19.4,18, ,29.33, ,94846,250, ,18, ,11,84, , ,10.0,28.9, ,11, , ,73, , 
14,2015-08-15 18:00:00,20150815, , , ,23.2, ,30.06, , , , ,72, ,AA,2015-08-15 18:00:00, , ,FEW045 FEW250, , ,82,30.04, ,22.2,18, ,29.34, ,94846,0, ,18, ,0,78, , ,10.0,25.6, ,11, , ,74, , 
15,2015-08-16 18:00:00,20150816, , , ,21.5, ,30.02, , , , ,65, ,AA,2015-08-16 18:00:00, , ,FEW250, , ,56,30.01, ,18.3,18, ,29.3, ,94846,200, ,18, ,7,82, , ,10.0,27.8, ,11, , ,71, , 
16,2015-08-17 18:00:00,20150817, , , ,21.0, ,29.96, , , , ,66, ,AA,2015-08-17 18:00:00, , ,SCT140 BKN250, , ,69,29.95, ,18.9,18, ,29.24, ,94846,350, ,18, ,3,77, , ,10.0,25.0, ,11, , ,70, , 
17,2015-08-18 18:00:00,20150818, , , ,22.9, ,29.69, , , , ,71, ,SP,2015-08-18 18:00:00, , ,SCT043CB SCT065, , ,79,M, ,21.7,18, ,28.97, ,94846,150, ,18, ,16,78, , ,8.0,25.6, ,11, , ,73, , 
18,2015-08-18 18:00:00,20150818,0.01, , ,23.1, ,29.69, , , , ,72, ,AA,2015-08-18 18:00:00, , ,SCT043CB SCT065, , ,85,29.68, ,22.2,18, ,28.97, ,94846,160, ,18, ,15,77, , ,7.0,25.0, ,11, , ,74, , 
19,2015-08-19 18:00:00,20150819, , , ,15.3, ,29.73, , , , ,55, ,AA,2015-08-19 18:00:00, , ,SCT040 BKN160 BKN250, , ,68,29.72, ,12.8,18, ,29.01, ,94846,260, ,18, ,13,66,24, ,10.0,18.9, ,11, , ,60, , 
20,2015-08-20 18:00:00,20150820, , , ,14.3, ,29.95, , , , ,49, ,AA,2015-08-20 18:00:00, , ,FEW065, , ,49,29.95, ,9.4,18, ,29.23, ,94846,260, ,18, ,8,69, , ,10.0,20.6, ,11, , ,58, , 
21,2015-08-21 18:00:00,20150821, , , ,18.4, ,30.05, , , , ,59, ,AA,2015-08-21 18:00:00, , ,FEW050 FEW090, , ,58,30.04, ,15.0,18, ,29.33, ,94846,190, ,18, ,8,75, , ,10.0,23.9, ,11, , ,65, , 
22,2015-08-22 18:00:00,20150822, , , ,16.8, ,29.97, , , , ,55, ,AA,2015-08-22 18:00:00, , ,FEW050 FEW150 SCT250, , ,53,29.96, ,12.8,18, ,29.25, ,94846,170, ,18, ,9,73, , ,10.0,22.8, ,11, , ,62, , 
23,2015-08-23 18:00:00,20150823, , , ,15.5, ,29.89, , , , ,52, ,AA,2015-08-23 18:00:00, , ,SCT047, , ,51,29.88, ,11.1,18, ,29.17, ,94846,290, ,18, ,10,71,22, ,10.0,21.7, ,11, , ,60, , 
24,2015-08-24 18:00:00,20150824, , , ,12.9, ,29.96, , , , ,47, ,AA,2015-08-24 18:00:00, , ,OVC060, , ,52,29.96, ,8.3,18, ,29.24, ,94846,320, ,18, ,16,65,26, ,10.0,18.3, ,11, , ,55, , 
25,2015-08-25 18:00:00,20150825, , , ,14.0, ,30.04, , , , ,53, ,AA,2015-08-25 18:00:00, , ,OVC055, , ,70,30.03, ,11.7,18, ,29.32, ,94846,70, ,18, ,8,63, , ,10.0,17.2, ,11, , ,57, , 
26,2015-08-26 18:00:00,20150826, , , ,14.2, ,30.15, , , , ,52, ,AA,2015-08-26 18:00:00, , ,BKN031, , ,63,30.14, ,11.1,18, ,29.42, ,94846,30, ,18, ,5,65, , ,10.0,18.3, ,11, , ,58, , 
27,2015-08-27 18:00:00,20150827, , , ,15.0, ,30.12, , , , ,54, ,AA,2015-08-27 18:00:00, , ,OVC250, , ,65,30.11, ,12.2,18, ,29.39, ,94846,100, ,18, ,7,66, , ,10.0,18.9, ,11, , ,59, , 
28,2015-08-28 18:00:00,20150828, , , ,17.9, ,30.06, , , , ,60, ,AA,2015-08-28 18:00:00, , ,FEW080 SCT095 OVC160, , ,68,30.06, ,15.6,18, ,29.34, ,94846,70, ,18, ,6,71, , ,10.0,21.7, ,11, , ,64, , 
29,2015-08-29 18:00:00,20150829, , , ,19.6, ,30.01, , , , ,67, ,SP,2015-08-29 18:00:00, , ,FEW005 BKN012 OVC034, , ,97,M, ,19.4,18, ,29.29,-RA BR,94846,0, ,18, ,0,68, , ,2.0,20.0, ,11, , ,67, , 
30,2015-08-29 18:00:00,20150829,0.04, , ,19.2, ,30.01, , , , ,66, ,AA,2015-08-29 18:00:00, , ,SCT005 BKN012 OVC027, , ,93,30.00, ,18.9,18, ,29.29,-RA BR,94846,20, ,18, ,3,68, , ,2.5,20.0, ,11, , ,67, , 
31,2015-08-29 18:00:00,20150829, , , ,19.2, ,30.01, , , , ,66, ,SP,2015-08-29 18:00:00, , ,FEW005 SCT012 OVC020, , ,93,M, ,18.9,18, ,29.29,BR,94846,10, ,18, ,5,68, , ,3.0,20.0, ,11, , ,67, , 
32,2015-08-30 18:00:00,20150830, , , ,18.8, ,30.03, , , , ,64, ,AA,2015-08-30 18:00:00, , ,CLR, , ,84,30.02, ,17.8,18, ,29.31, ,94846,90, ,18, ,7,69, , ,8.0,20.6, ,11, , ,66, , 
33,2015-08-31 18:00:00,20150831, , , ,21.8, ,30.01, , , , ,68, ,AA,2015-08-31 18:00:00, , ,FEW050, , ,71,30.00, ,20.0,18, ,29.29, ,94846,70, ,18, ,3,78, , ,10.0,25.6, ,11, , ,71, , 
0,2015-08-01 19:00:00,20150801, , , ,20.0, ,29.9, , , , ,62, ,AA,2015-08-01 19:00:00, , ,FEW055 BKN250, , ,56,29.88, ,16.7,19, ,29.18, ,94846,250, ,19, ,10,79, , ,10.0,26.1, ,11, , ,68, , 
1,2015-08-02 19:00:00,20150802, , , ,23.6, ,29.65, , , , ,70, ,AA,2015-08-02 19:00:00, , ,SCT040 SCT060 BKN200, , ,61,29.63, ,21.1,19, ,28.93, ,94846,220, ,19, ,14,85,26, ,10.0,29.4, ,11, , ,75, , 
2,2015-08-03 19:00:00,20150803, , , ,16.0, ,29.88, , , , ,52, ,AA,2015-08-03 19:00:00, , ,FEW070, , ,48,29.86, ,11.1,19, ,29.16, ,94846,280, ,19, ,8,73, , ,10.0,22.8, ,11, , ,61, , 
3,2015-08-04 19:00:00,20150804, , , ,16.4, ,30.01, , , , ,53, ,AA,2015-08-04 19:00:00, , ,FEW065 FEW210 BKN250, , ,48,29.99, ,11.7,19, ,29.29, ,94846,350, ,19, ,3,74, , ,10.0,23.3, ,11, , ,62, , 
4,2015-08-05 19:00:00,20150805, , , ,17.8, ,30.01, , , , ,59, ,AA,2015-08-05 19:00:00, , ,FEW200 BKN250, , ,64,29.99, ,15.0,19, ,29.29, ,94846,80, ,19, ,8,72, , ,10.0,22.2, ,11, , ,64, , 
5,2015-08-06 19:00:00,20150806, , , ,18.4, ,29.92, , , , ,61, ,AA,2015-08-06 19:00:00, , ,SCT200 BKN250, , ,68,29.91, ,16.1,19, ,29.2, ,94846,60, ,19, ,8,72, , ,10.0,22.2, ,11, , ,65, , 
6,2015-08-07 19:00:00,20150807, , , ,19.0, ,29.85, , , , ,60, ,AA,2015-08-07 19:00:00, , ,OVC047, , ,56,29.84, ,15.6,19, ,29.13, ,94846,180, ,19, ,6,77, , ,10.0,25.0, ,11, , ,66, , 
7,2015-08-08 19:00:00,20150808, , , ,19.6, ,29.97, , , , ,66, ,AA,2015-08-08 19:00:00, , ,FEW035 SCT140 BKN250, , ,87,29.96, ,18.9,19, ,29.25, ,94846,30, ,19, ,6,70, , ,10.0,21.1, ,11, , ,67, , 
8,2015-08-09 19:00:00,20150809, , , ,20.7, ,29.92, , , , ,67, ,AA,2015-08-09 19:00:00, , ,FEW040 BKN055, , ,79,29.91, ,19.4,19, ,29.2, ,94846,160, ,19, ,6,74, , ,10.0,23.3, ,11, , ,69, , 
9,2015-08-10 19:00:00,20150810, , , ,19.7, ,29.9, , , , ,65, ,AA,2015-08-10 19:00:00, , ,FEW050 FEW120 SCT250, , ,79,29.88, ,18.3,19, ,29.18, ,94846,320, ,19, ,5,72, , ,10.0,22.2, ,11, , ,68, , 
10,2015-08-11 19:00:00,20150811, , , ,15.8, ,30.09, , , , ,53, ,AA,2015-08-11 19:00:00, , ,FEW055, , ,53,30.08, ,11.7,19, ,29.37, ,94846,210, ,19, ,3,71, , ,10.0,21.7, ,11, , ,61, , 
11,2015-08-12 19:00:00,20150812, , , ,17.3, ,30.1, , , , ,60, ,AA,2015-08-12 19:00:00, , ,FEW250, , ,76,30.09, ,15.6,19, ,29.38, ,94846,150, ,19, ,5,68, , ,10.0,20.0, ,11, , ,63, , 
12,2015-08-13 19:00:00,20150813, , , ,20.0, ,30.03, , , , ,63, ,AA,2015-08-13 19:00:00, , ,FEW120 SCT160 BKN250, , ,62,30.02, ,17.2,19, ,29.31, ,94846,220, ,19, ,9,77, , ,10.0,25.0, ,11, , ,68, , 
13,2015-08-14 19:00:00,20150814, , , ,23.3, ,30.08, , , , ,70, ,AA,2015-08-14 19:00:00, , ,FEW060 BKN150 OVC250, , ,65,30.06, ,21.1,19, ,29.36, ,94846,270, ,19, ,11,83, , ,10.0,28.3, ,11, , ,74, , 
14,2015-08-15 19:00:00,20150815, , , ,22.7, ,30.07, , , , ,72, ,AA,2015-08-15 19:00:00, , ,CLR, , ,90,30.06, ,22.2,19, ,29.35, ,94846,160, ,19, ,5,75, , ,10.0,23.9, ,11, , ,73, , 
15,2015-08-16 19:00:00,20150816, , , ,21.8, ,30.04, , , , ,67, ,AA,2015-08-16 19:00:00, , ,FEW250, , ,65,30.02, ,19.4,19, ,29.32, ,94846,200, ,19, ,7,80, , ,10.0,26.7, ,11, , ,71, , 
16,2015-08-17 19:00:00,20150817, , , ,20.8, ,29.95, , , , ,66, ,SP,2015-08-17 19:00:00, , ,FEW046CB SCT060, , ,71,M, ,18.9,19, ,29.23, ,94846,40, ,19, ,6,76, , ,10.0,24.4, ,11, , ,69, , 
17,2015-08-17 19:00:00,20150817, , , ,21.1, ,29.95, , , , ,67, ,AA,2015-08-17 19:00:00, , ,FEW046CB SCT060, , ,74,29.93, ,19.4,19, ,29.23, ,94846,30, ,19, ,5,76, , ,10.0,24.4, ,11, , ,70, , 
18,2015-08-18 19:00:00,20150818, , , ,22.9, ,29.71, , , , ,72, ,SP,2015-08-18 19:00:00, , ,FEW030 SCT043CB, , ,87,M, ,22.2,19, ,28.99, ,94846,170, ,19, ,18,76,25, ,4.0,24.4, ,11, , ,73, , 
19,2015-08-18 19:00:00,20150818, , , ,21.1, ,29.7, , , , ,69, ,SP,2015-08-18 19:00:00, , ,FEW030 SCT043CB, , ,90,M, ,20.6,19, ,28.98, ,94846,160, ,19, ,24,72,32, ,5.0,22.2, ,11, , ,70, , 
20,2015-08-18 19:00:00,20150818, , , ,20.5, ,29.73, , , , ,68, ,SP,2015-08-18 19:00:00, , ,FEW018 BKN049CB OVC110, , ,90,M, ,20.0,19, ,29.01,+TSRA BR,94846,200, ,19, ,18,71,30, ,4.0,21.7, ,11, , ,69, , 
21,2015-08-18 19:00:00,20150818, , , ,19.8, ,29.72, , , , ,67, ,SP,2015-08-18 19:00:00, , ,FEW018 BKN049CB OVC070, , ,93,M, ,19.4,19, ,29.0,TSRA BR,94846,190, ,19, ,16,69, , ,5.0,20.6, ,11, , ,68, , 
